"Campus
Number",Campus,District,"ESC
Region",Region,"SBOE
District",# of Consecutive Years Campus is Academically Unacceptable,Campus 2020 Rating,Campus 2019 Rating,Campus 2018 Rating,Campus 2017 Rating,Campus 2016 Rating,Campus 2015 Rating,Campus 2014 Rating,Campus 2013 Rating,Campus 2012 Rating,Campus 2011 Rating
246909052,JAMES GARLAND WALSH MIDDLE,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909053,PFC ROBERT P HERNANDEZ MIDDLE,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246909054,PEARSON RANCH MIDDLE,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,,,,,,n/a,
246909101,CLAUDE BERKMAN EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909102,EL DAEP,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
246909105,SPICEWOOD EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909106,XENIA VOIGT EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246909107,DEEPWOOD EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909108,FOREST NORTH EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909109,ANDERSON MILL EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246909110,KATHY CARAWAY EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909111,VIC ROBERTSON EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909113,PURPLE SAGE EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909114,BRUSHY CREEK EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909115,WELLS BRANCH EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909116,LAUREL MOUNTAIN EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909117,POND SPRINGS EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909118,BLUEBONNET EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
246909119,DOUBLE FILE TRAIL EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909120,LIVE OAK EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909121,GATTIS EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909122,OLD TOWN EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246909123,FERN BLUFF EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909124,JOLLYVILLE EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909125,CANYON CREEK EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909126,FOREST CREEK EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909127,CALDWELL HEIGHTS EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909128,GREAT OAKS EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909129,JOE LEE JOHNSON EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,,,,,n/a,
246909130,BLACKLAND PRAIRIE EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909131,TERAVISTA EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909132,CACTUS RANCH EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909134,PATSY SOMMER EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909135,CHANDLER OAKS EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
246909136,NEYSA CALLISON EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909137,UNION HILL EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246909138,LINDA HERRINGTON EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
246909139,ELSA ENGLAND EL,ROUND ROCK ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
075908001,ROUND TOP-CARMINE H S,ROUND TOP-CARMINE ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
075908101,ROUND TOP-CARMINE EL,ROUND TOP-CARMINE ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
105902001,SAN MARCOS H S,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
105902041,GOODNIGHT MIDDLE,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
105902043,MILLER MIDDLE,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
105902101,BOWIE EL,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
105902102,CROCKETT EL,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
105902103,DEZAVALA EL,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Recognized
105902105,TRAVIS EL,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
105902107,HERNANDEZ EL,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
105902108,MENDEZ EL,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
105902109,BONHAM PRE-K SCHOOL,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,,,,n/a,
105902110,RODRIGUEZ EL,SAN MARCOS CISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
075903001,SCHULENBURG SECONDARY,SCHULENBURG ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
075903102,SCHULENBURG EL,SCHULENBURG ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
011904002,SMITHVILLE H S,SMITHVILLE ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
011904041,SMITHVILLE J H,SMITHVILLE ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
011904101,SMITHVILLE EL,SMITHVILLE ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Unacceptable
011904102,BROWN PRI,SMITHVILLE ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Unacceptable
246911001,TAYLOR H S,TAYLOR ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246911009,LEGACY EARLY COLLEGE H S,TAYLOR ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,,,,,,,n/a,
246911041,TAYLOR MIDDLE,TAYLOR ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246911102,MAIN STREET INT,TAYLOR ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246911103,NAOMI PASEMANN EL,TAYLOR ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246911107,TH JOHNSON EL,TAYLOR ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
227805041,TEXAS EMPOWERMENT ACADEMY,TEXAS EMPOWERMENT ACADEMY,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
227805101,TEXAS EMPOWERMENT ACADEMY EL,TEXAS EMPOWERMENT ACADEMY,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
105802041,TEXAS PREPARATORY SCHOOL,TEXAS PREPARATORY SCHOOL,13,REGION 13: AUSTIN,5,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
105802101,TEXAS PREPARATORY SCHOOL - AUSTIN,TEXAS PREPARATORY SCHOOL,13,REGION 13: AUSTIN,5,1,Not Rated: Declared State of Disaster,F,Met Standard,Improvement Required,Met Standard,Improvement Required,Met Standard,,n/a,
227827001,THE EXCEL CENTER (FOR ADULTS),THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,Not Rated,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,,,n/a,
227827002,THE EXCEL CENTER FOR ADULTS - LOCK,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,,,,,,,n/a,
227827003,THE EXCEL CENTER FOR ADULTS - SOUT,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,Not Rated,,,,,,,n/a,
227827004,BILLY MOORE,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,9,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
227827005,BRADSHAW,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,9,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
227827006,THE EXCEL CENTER FOR ADULTS AYW,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
166905001,THORNDALE H S,THORNDALE ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
166905041,THORNDALE MIDDLE,THORNDALE ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
166905101,THORNDALE EL,THORNDALE ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
246912001,THRALL H S,THRALL ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246912042,THRALL MIDDLE,THRALL ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
246912101,THRALL EL,THRALL ISD,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
227506001,UNIVERSITY OF TEXAS AT AUSTIN H S,UNIVERSITY OF TEXAS AT AUSTIN H S,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
227819101,UNIVERSITY OF TEXAS EL CHARTER SCH,UNIVERSITY OF TEXAS ELEMENTARY CHA,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
227806005,SETTLEMENT HOME,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,10,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Not Rated
227806009,PATHFINDER CAMP,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Academically Acceptable
227806015,GEORGE M KOZMETSKY SCHOOL,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Academically Acceptable
227806017,ANNUNCIATION MATERNITY HOME,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,10,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Academically Acceptable
227806023,PATHWAYS 3H CAMPUS,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Academically Acceptable
227806024,TNC CAMPUS (TEXAS NEUROREHABILITAT,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Academically Acceptable
227806025,METHODIST CHILDREN'S HOME,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,14,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Academically Acceptable
227806029,DEPELCHIN-RICHMOND,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,7,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Not Rated
227806030,LAUREL RIDGE,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Not Rated
227806031,OLYMPIA HILLS,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
227806032,HELPING HAND,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Not Rated
227806034,UT - UNIVERSITY CHARTER SCHOOL AT,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,3,0,Not Rated: Declared State of Disaster,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,,n/a,
227806037,SHRINERS HOSPITALS FOR CHILDREN,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,4,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,,,,n/a,
227806040,AUSTIN OAKS,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,Not Rated,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,,,,n/a,
227806041,UNLIMITED VISIONS AFTERCARE,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,4,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,,,,n/a,
227806043,UNIVERSITY H S,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,,,,n/a,
227806044,GEORGETOWN BEHAVIORAL HEALTH INSTI,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,10,0,Not Rated: Declared State of Disaster,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,,,,,n/a,
227806045,CEDAR CREST,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,10,0,Not Rated,Not Rated,Not Rated,Not Rated,,,,,n/a,
227806046,SETON HOME,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,3,0,Not Rated,Not Rated,Not Rated,Not Rated,,,,,n/a,
227806049,MUNDAY,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,Not Rated,,,,,,n/a,
227806051,THE REFUGE,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,,,,,,,n/a,
227806052,SJRC TEXAS,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,5,0,Not Rated,Not Rated,,,,,,,n/a,
227806054,CLEARFORK ACADEMY,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,REGION 13: AUSTIN,11,0,Not Rated,,,,,,,,n/a,
227829001,VALOR SOUTH AUSTIN,VALOR PUBLIC SCHOOLS,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,C,,,,,,,n/a,
089905102,WAELDER SCHOOL,WAELDER ISD,13,REGION 13: AUSTIN,3,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Improvement Required,Improvement Required,Met Standard,n/a,Academically Unacceptable
227803001,WAYSIDE SCI-TECH MIDDLE AND H S,WAYSIDE SCHOOLS,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,,n/a,
227803101,WAYSIDE EDEN PARK ACADEMY,WAYSIDE SCHOOLS,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
227803102,WAYSIDE REAL LEARNING ACADEMY,WAYSIDE SCHOOLS,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,
227803103,WAYSIDE ALTAMIRA ACADEMY,WAYSIDE SCHOOLS,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,C,Improvement Required,Met Standard,Not Rated: Minimum Size rules,,,,n/a,
105905001,WIMBERLEY H S,WIMBERLEY ISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
105905041,DANFORTH J H,WIMBERLEY ISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
105905101,JACOB'S WELL EL,WIMBERLEY ISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
105905102,SCUDDER PRI,WIMBERLEY ISD,13,REGION 13: AUSTIN,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
221901001,ABILENE H S,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901002,COOPER H S,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901003,WOODSON CENTER FOR EXCELLENCE,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Improvement Required,n/a,AEA: Academically Acceptable
221901006,DAEP,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
221901007,TAYLOR COUNTY LEARNING CENTER,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
221901008,JUVENILE DETENTION CENTER,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
221901010,ACADEMY FOR TECHNOLOGY ENGINEERING,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901044,MADISON MIDDLE,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901045,MANN MIDDLE,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
