"Campus
Number",Campus,District,"ESC
Region",Region,"SBOE
District",# of Consecutive Years Campus is Academically Unacceptable,Campus 2020 Rating,Campus 2019 Rating,Campus 2018 Rating,Campus 2017 Rating,Campus 2016 Rating,Campus 2015 Rating,Campus 2014 Rating,Campus 2013 Rating,Campus 2012 Rating,Campus 2011 Rating
220908204,DONNA SHEPARD INT,MANSFIELD ISD,11,REGION 11: FORT WORTH,11,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
220908205,DELLA ICENHOWER INT,MANSFIELD ISD,11,REGION 11: FORT WORTH,13,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
220908206,MARY LILLARD I S,MANSFIELD ISD,11,REGION 11: FORT WORTH,13,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
220908207,ASA E LOW JR INT,MANSFIELD ISD,11,REGION 11: FORT WORTH,11,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
220908304,TARRANT CO J J A E P,MANSFIELD ISD,11,REGION 11: FORT WORTH,11,0,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
184904001,MILLSAP H S,MILLSAP ISD,11,REGION 11: FORT WORTH,11,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
184904041,MILLSAP MIDDLE,MILLSAP ISD,11,REGION 11: FORT WORTH,11,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
184904101,MILLSAP EL,MILLSAP ISD,11,REGION 11: FORT WORTH,11,0,Not Rated: Declared State of Disaster,C,Improvement Required,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
182903001,MINERAL WELLS H S,MINERAL WELLS ISD,11,REGION 11: FORT WORTH,14,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
182903002,MINERAL WELLS ACADEMY,MINERAL WELLS ISD,11,REGION 11: FORT WORTH,14,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Improvement Required,n/a,AEA: Academically Acceptable
182903041,MINERAL WELLS J H,MINERAL WELLS ISD,11,REGION 11: FORT WORTH,14,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
