mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school,full_address,latitude,longitude,geocode
63040814,508,Tabor Street,,Houston,77009,Harris,Brooke Smith,Single-Family,2011,3,2,1,2.1,6,0,2,FALSE,0,Traditional,410000,9,Heights/Greater Heights,23,23,1/14/2021,HOUSTON ISD,BROWNING EL,HEIGHTS H S,"508 Tabor Street, Houston, Texas, 77009",29.79522637,-95.37703839,"(29.795226367346938, -95.3770383877551)"
63069629,9110,Pontiac,,Houston,77096,Harris,Maplewood North Sec 01,Single-Family,1964,3,2,0,2,6,0,1,FALSE,2,Contemporary/Modern,259900,20,Meyerland Area,175,356,8/15/2020,HOUSTON ISD,HEROD EL,BELLAIRE H S,"9110 Pontiac, Houston, Texas, 77096",29.68019362,-95.48849816,"(29.680193620596512, -95.48849816430203)"
63072703,1104,Gross Street,,Houston,77019,Harris,River Oaks Shopping area,Single-Family,2021,3,2,1,2.1,8,0,2,FALSE,2,Traditional,615000,16,River Oaks Shopping Area,17,210,1/20/2021,HOUSTON ISD,WILSON MONTESSORI,LAMAR H S,"1104 Gross Street, Houston, Texas, 77019",29.7563821,-95.40651484,"(29.756382102040813, -95.40651483673469)"
63139875,1807,Briarmead Drive,,Houston,77057,Harris,Briargrove Sec 4,Single-Family,1960,4,3,0,3,7,1,1,TRUE,0,Traditional,899000,22,Briargrove,221,221,6/30/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"1807 Briarmead Drive, Houston, Texas, 77057",29.74886278,-95.48975078,"(29.74886278435451, -95.48975078239695)"
63211910,5321,Inker ,,Houston,77007,Harris,Cottage Grove Add,Single-Family,2010,3,3,1,3.1,7,1,3,FALSE,2,Traditional,550000,16,Rice Military/Washington Corridor,101,101,10/28/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"5321 Inker , Houston, Texas, 77007",29.77539741,-95.4163605,"(29.77539740746102, -95.41636049756877)"
63246497,3828,Glen Arbor  Drive,A,Houston,77025,Harris,Braes Link Pt Rep 2,Single-Family,2020,3,3,1,3.1,7,1,4,FALSE,2,Traditional,624900,17,Braeswood Place,5,365,2/1/2021,HOUSTON ISD,TWAIN EL,LAMAR H S,"3828 Glen Arbor  Drive, Houston, Texas, 77025",29.69147056,-95.43914678,"(29.691470560580548, -95.43914677684721)"
63246497,3828,Glen Arbor  Drive,A,Houston,77025,Harris,Braes Link Pt Rep 2,Single-Family,2020,3,3,1,3.1,7,1,4,FALSE,2,Traditional,624900,17,Braeswood Place,5,365,2/1/2021,HOUSTON ISD,TWAIN EL,LAMAR H S,"3828 Glen Arbor  Drive, Houston, Texas, 77025",29.69147056,-95.43914678,"(29.691470560580548, -95.43914677684721)"
63246497,3828,Glen Arbor  Drive,A,Houston,77025,Harris,Braes Link Pt Rep 2,Single-Family,2020,3,3,1,3.1,7,1,4,FALSE,2,Traditional,624900,17,Braeswood Place,5,365,2/1/2021,HOUSTON ISD,TWAIN EL,LAMAR H S,"3828 Glen Arbor  Drive, Houston, Texas, 77025",29.69147056,-95.43914678,"(29.691470560580548, -95.43914677684721)"
63267551,409,Stiles Street,,Houston,77011,Harris,Williams,Single-Family,1930,3,1,0,1,3,0,1,FALSE,0,Traditional,205000,4,East End Revitalized,30,30,1/7/2021,HOUSTON ISD,BURNET EL,AUSTIN H S,"409 Stiles Street, Houston, Texas, 77011",29.7453544,-95.3256431,"(29.7453544, -95.3256431)"
63287853,11,Briar Hill Drive,,Houston,77042,Harris,Briargrove Park Sec 01,Single-Family,1972,4,3,0,3,9,1,1,FALSE,3,Traditional,489000,22,Briargrove Park/Walnutbend,98,98,9/25/2020,HOUSTON ISD,WALNUT BEND EL,WESTSIDE H S,"11 Briar Hill Drive, Houston, Texas, 77042",29.761426,-95.556601,"(29.761426, -95.556601)"
63298093,3734,Seabrook Street,,Houston,77021,Harris,South End Sunnyside U/R,Single-Family,1955,3,1,0,1,3,0,1,FALSE,1,Other Style,149900,4,University Area,87,87,10/30/2020,HOUSTON ISD,WHIDBY EL,YATES H S,"3734 Seabrook Street, Houston, Texas, 77021",29.68551651,-95.36889252,"(29.685516505050504, -95.36889251515151)"
63309798,1621,Wichita ,,Houston,77004,Harris,Wichita Jackson Twnhms,Single-Family,2008,3,3,1,3.1,7,1,3,FALSE,2,"Contemporary/Modern, Other Style, Traditional",535000,17,Rice/Museum District,7,7,1/30/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S,"1621 Wichita , Houston, Texas, 77004",29.72650063,-95.38106222,"(29.726500632653064, -95.3810622244898)"
63336009,5607,Sylmar,,Houston,77081,Harris,Maplewood Sec 03,Single-Family,1958,4,2,0,2,7,1,1,FALSE,0,Other Style,489000,17,Meyerland Area,25,25,1/12/2021,HOUSTON ISD,BRAEBURN EL,BELLAIRE H S,"5607 Sylmar, Houston, Texas, 77081",29.690706,-95.48865347,"(29.690706, -95.48865347058823)"
63413120,5836,Post Oak Lane,,Houston,77055,Harris,Uptown North,Single-Family,2021,3,3,1,3.1,6,0,3,FALSE,2,"Contemporary/Modern, Traditional",379990,24,Spring Branch,23,73,1/14/2021,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"5836 Post Oak Lane, Houston, Texas, 77055",29.7750728,-95.45839267,"(29.7750728, -95.45839266875547)"
63415299,6447,Vanderbilt Street,,West University Place,77005,Harris,West University Place,Single-Family,2003,3,3,1,3.1,6,2,2,FALSE,2,Spanish,1399000,17,West University/Southside Area,183,289,7/31/2020,HOUSTON ISD,WEST UNIVERSITY EL,LAMAR H S,"6447 Vanderbilt Street, West University Place, Texas, 77005",29.7119616,-95.42592987,"(29.71196159870273, -95.42592987474664)"
63470988,5542,Nolda ,,Houston,77007,Harris,Nolda Terrace Twnhms,Single-Family,2008,3,2,1,2.1,6,0,2,FALSE,2,"Contemporary/Modern, Traditional",367990,16,Rice Military/Washington Corridor,30,30,1/7/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"5542 Nolda , Houston, Texas, 77007",29.776251,-95.42013812,"(29.776251, -95.42013812121212)"
63506334,3735,Grennoch Lane,,Houston,77025,Harris,Braes Heights Sec 09,Single-Family,1950,2,2,0,2,7,0,1,FALSE,2,Traditional,599000,17,Braeswood Place,154,154,8/3/2020,HOUSTON ISD,TWAIN EL,LAMAR H S,"3735 Grennoch Lane, Houston, Texas, 77025",29.69530221,-95.43491081,"(29.695302210548622, -95.43491081196936)"
63521818,5213,Blossom Street,,Houston,77007,Harris,Rice Military,Single-Family,1999,3,2,2,2.2,8,1,3,FALSE,2,Contemporary/Modern,549950,16,Rice Military/Washington Corridor,32,32,1/5/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"5213 Blossom Street, Houston, Texas, 77007",29.76737729,-95.41371912,"(29.767377285714286, -95.41371912244898)"
63619222,606,Briar Hill Drive,,Houston,77042,Harris,Briargrove Park,Single-Family,1968,4,2,1,2.1,10,1,1,FALSE,0,Traditional,525000,22,Briargrove Park/Walnutbend,53,53,12/15/2020,HOUSTON ISD,WALNUT BEND EL,WESTSIDE H S,"606 Briar Hill Drive, Houston, Texas, 77042",29.75494206,-95.55687045,"(29.75494206122449, -95.5568704489796)"
63635069,1407,Boswell Street,,Houston,77009,Harris,BOSWELL VILLAS,Single-Family,2021,3,2,1,2.1,4,0,2,FALSE,0,Contemporary/Modern,349900,9,Northside,13,13,1/24/2021,HOUSTON ISD,LOOSCAN EL,NORTHSIDE H S,"1407 Boswell Street, Houston, Texas, 77009",29.79242855,-95.35389961,"(29.79242855102041, -95.3538996122449)"
63823497,8042,Hickok Lane,,Houston,77075,Harris,Houston Skyscraper Shadows 03,Single-Family,2020,4,2,1,2.1,9,0,2,FALSE,0,Contemporary/Modern,357900,3,Hobby Area,119,119,10/10/2020,HOUSTON ISD,DEANDA EL,STERLING H S,"8042 Hickok Lane, Houston, Texas, 77075",29.62897429,-95.27730129,"(29.628974285714285, -95.27730128571429)"
63883420,2302,Locke Lane,,Houston,77019,Harris,Avalon Place,Single-Family,2004,4,5,1,5.1,17,2,2,TRUE,3,"Mediterranean, Traditional",2750000,16,River Oaks Area,16,16,1/21/2021,HOUSTON ISD,RIVER OAKS EL,LAMAR H S,"2302 Locke Lane, Houston, Texas, 77019",29.74384184,-95.41570847,"(29.743841838455765, -95.4157084748592)"
63955797,1003,Alexander Street,,Houston,77008,Harris,West Heights,Single-Family,2007,4,3,2,3.2,5,1,2,FALSE,2,"Contemporary/Modern, Other Style, Traditional",1199000,9,Heights/Greater Heights,136,136,9/23/2020,HOUSTON ISD,LOVE EL,HEIGHTS H S,"1003 Alexander Street, Houston, Texas, 77008",29.788815,-95.408022,"(29.788815, -95.408022)"
63987273,5519,Petty Street,,Houston,77007,Harris,Domain/Petty,Single-Family,2014,3,3,1,3.1,7,0,4,FALSE,2,Traditional,459900,9,Cottage Grove,83,83,11/15/2020,HOUSTON ISD,MEMORIAL EL,WALTRIP H S,"5519 Petty Street, Houston, Texas, 77007",29.78045569,-95.42054312,"(29.780455693877553, -95.42054312244898)"
63988813,4410,Floyd  Street,B,Houston,77007,Harris,Tricon Floyd Villas,Single-Family,2016,3,3,1,3.1,7,1,3,FALSE,2,Contemporary/Modern,675000,16,Rice Military/Washington Corridor,18,18,1/19/2021,HOUSTON ISD,MEMORIAL EL,HEIGHTS H S,"4410 Floyd  Street, Houston, Texas, 77007",29.76840678,-95.40507759,"(29.768406775510204, -95.40507759183673)"
64015249,911,Gardner Street,,Houston,77009,Harris,Cash,Single-Family,1930,3,2,0,2,5,0,1,FALSE,1,Traditional,689000,9,Heights/Greater Heights,56,63,12/12/2020,HOUSTON ISD,BROWNING EL,HEIGHTS H S,"911 Gardner Street, Houston, Texas, 77009",29.79607118,-95.37567543,"(29.79607118367347, -95.37567542857143)"
64016255,5648,Wickersham Lane,,Houston,77056,Harris,Briarcroft,Single-Family,2018,4,4,1,4.1,13,1,2,TRUE,2,Contemporary/Modern,1849900,22,Galleria,3,1500,2/3/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"5648 Wickersham Lane, Houston, Texas, 77056",29.73991721,-95.47564044,"(29.739917205467936, -95.47564044309681)"
64020015,5947,Beaudry Drive,,Houston,77035,Harris,Parkwest Sec 03,Single-Family,1963,3,2,1,2.1,3,1,1,FALSE,0,"Ranch, Traditional",275000,20,Brays Oaks,15,200,1/22/2021,HOUSTON ISD,ANDERSON EL,WESTBURY H S,"5947 Beaudry Drive, Houston, Texas, 77035",29.65225765,-95.494087,"(29.652257653061227, -95.49408700000001)"
64092016,5622,Belrose Drive,,Houston,77035,Harris,Westbury Sec 03,Single-Family,1958,3,2,0,2,7,0,1,FALSE,2,Ranch,429000,20,Brays Oaks,72,72,11/26/2020,HOUSTON ISD,ANDERSON EL,WESTBURY H S,"5622 Belrose Drive, Houston, Texas, 77035",29.65396018,-95.48468276,"(29.65396017777778, -95.48468275555555)"
64171287,3606,Bridgewater Oaks Lane,,Houston,77055,Harris,Somerset Green,Single-Family,2020,3,2,2,2.2,9,0,3,FALSE,3,"Colonial, Contemporary/Modern, Traditional",867412,9,Timbergrove/Lazybrook,95,95,11/3/2020,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"3606 Bridgewater Oaks Lane, Houston, Texas, 77055",29.7865373,-95.4412832,"(29.7865373, -95.4412832)"
64197796,2211,Augusta  ,7,Houston,77057,Harris,HARVARD SQUARE,Single-Family,1996,3,2,1,2.1,10,1,3,FALSE,2,Traditional,699900,22,Galleria,94,94,11/4/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"2211 Augusta  , Houston, Texas, 77057",29.74485024,-95.48247449,"(29.744850244897957, -95.48247448979592)"
64220214,6211,Westcott Street,,Houston,77007,Harris,Camp Logan Sec 01,Single-Family,1940,4,2,0,2,4,1,1,FALSE,1,Other Style,645000,16,Memorial Park,79,263,11/19/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"6211 Westcott Street, Houston, Texas, 77007",29.7710029,-95.42406039,"(29.771002897959182, -95.4240603877551)"
64258469,823,Mansfield  Street,C,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
64258469,823,Mansfield  Street,C,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
64258469,823,Mansfield  Street,C,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
64258469,823,Mansfield  Street,C,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
64258469,823,Mansfield  Street,C,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
64258469,823,Mansfield  Street,C,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
64281517,2124,Looscan Lane,,Houston,77019,Harris,River Oaks,Single-Family,2005,4,7,1,7.1,17,5,2,FALSE,3,Mediterranean,4175000,16,River Oaks Area,267,267,5/15/2020,HOUSTON ISD,RIVER OAKS EL,LAMAR H S,"2124 Looscan Lane, Houston, Texas, 77019",29.75631623,-95.40977736,"(29.756316230494924, -95.4097773633774)"
64444237,3210,Bastrop  Street,A,Houston,77004,Harris,University Area,Single-Family,2019,3,3,1,3.1,3,0,4,FALSE,0,Contemporary/Modern,419555,4,University Area,16,16,1/21/2021,HOUSTON ISD,BLACKSHEAR EL,YATES H S,"3210 Bastrop  Street, Houston, Texas, 77004",29.73486406,-95.3660732,"(29.73486406122449, -95.36607320408163)"
64444696,6230,Lindyann Lane,,Houston,77008,Harris,Timbergrove Manor,Single-Family,1991,7,6,1,6.1,9,2,2,TRUE,3,Spanish,1350000,9,Timbergrove/Lazybrook,16,127,1/21/2021,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"6230 Lindyann Lane, Houston, Texas, 77008",29.79652479,-95.42493986,"(29.796524787841147, -95.42493985552034)"
64453885,4506,Bricker,,Houston,77051,Harris,East Sunnyside Court Sec 01,Single-Family,1950,3,1,0,1,6,1,1,FALSE,0,Traditional,144900,3,Medical Center South,64,127,12/4/2020,HOUSTON ISD,YOUNG EL,WORTHING H S,"4506 Bricker, Houston, Texas, 77051",29.67343878,-95.3594992,"(29.673438775510203, -95.35949920408163)"
64508143,5415,Paisley Street,,Houston,77096,Harris,Marilyn Estates Sec 05,Single-Family,1958,3,2,0,2,4,1,1,FALSE,1,Traditional,399000,20,Meyerland Area,101,703,10/28/2020,HOUSTON ISD,KOLTER EL,WESTBURY H S,"5415 Paisley Street, Houston, Texas, 77096",29.67447925,-95.47760225,"(29.674479249999997, -95.47760225)"
64667540,5509,Navarro Street,,Houston,77056,Harris,Lamar Terrace,Single-Family,2020,5,5,2,5.2,9,2,3,FALSE,2,Traditional,1729000,22,Galleria,200,657,7/21/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"5509 Navarro Street, Houston, Texas, 77056",29.73400767,-95.47431856,"(29.734007665602437, -95.4743185594891)"
64889960,4247,Purdue  Street,B,Houston,77005,Harris,PURDUE LOFTS,Single-Family,2002,2,2,1,2.1,6,1,3,FALSE,2,Contemporary/Modern,529000,17,West University/Southside Area,59,86,12/9/2020,HOUSTON ISD,WEST UNIVERSITY EL,LAMAR H S,"4247 Purdue  Street, Houston, Texas, 77005",29.72589176,-95.44583535,"(29.72589175510204, -95.44583534693878)"
64898666,7221,England Street,,Houston,77021,Harris,Foster Place Ext Sec 03,Single-Family,2020,4,2,1,2.1,6,0,1,FALSE,2,Traditional,279900,4,University Area,65,65,12/3/2020,HOUSTON ISD,FOSTER EL,YATES H S,"7221 England Street, Houston, Texas, 77021",29.6847951,-95.35976292,"(29.684795101010103, -95.35976291919192)"
64997392,7803,Locke,,Houston,77063,Harris,Briarbend,Single-Family,1960,4,2,0,2,9,0,1,FALSE,2,Traditional,525000,22,Charnwood/Briarbend,2,209,2/4/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"7803 Locke, Houston, Texas, 77063",29.73843073,-95.50520435,"(29.738430734693875, -95.50520434693877)"
65010297,5630,Malmedy Road,,Houston,77033,Harris,South Park Sec 02,Single-Family,2020,4,3,1,3.1,11,1,2,FALSE,0,Traditional,350000,3,Medical Center South,82,214,11/16/2020,HOUSTON ISD,KELSO EL,STERLING H S,"5630 Malmedy Road, Houston, Texas, 77033",29.6862937,-95.33526459,"(29.68629370024667, -95.33526459494229)"
65057476,4915,Imperial Street,,Bellaire,77401,Harris,Loveland Terrace,Single-Family,2004,4,3,1,3.1,12,1,2,FALSE,2,Traditional,819000,17,Bellaire Area,3,152,2/3/2021,HOUSTON ISD,CONDIT EL,BELLAIRE H S,"4915 Imperial Street, Bellaire, Texas, 77401",29.71966102,-95.46436272,"(29.71966102020202, -95.46436271717171)"
65062699,3825,Gramercy,,Houston,77025,Harris,Braes Heights Sec 01,Single-Family,1948,3,2,0,2,3,0,1,FALSE,2,Traditional,679000,17,Braeswood Place,71,161,11/27/2020,HOUSTON ISD,TWAIN EL,LAMAR H S,"3825 Gramercy, Houston, Texas, 77025",29.70449135,-95.43797094,"(29.704491346938774, -95.4379709387755)"
65117904,2238,Ashford Hollow Lane,,Houston,77077,Harris,Ashford Hollow,Single-Family,1982,3,2,1,2.1,8,1,1,FALSE,2,Contemporary/Modern,299000,31,Energy Corridor,197,311,7/10/2020,HOUSTON ISD,ASHFORD EL,WESTSIDE H S,"2238 Ashford Hollow Lane, Houston, Texas, 77077",29.74547619,-95.60374081,"(29.745476190954772, -95.60374080904523)"
65152483,4910,Imogene,,Houston,77096,Harris,Meyerland Sec 05,Single-Family,1958,4,4,0,4,12,1,2,FALSE,0,Contemporary/Modern,590000,20,Meyerland Area,13,18,1/24/2021,HOUSTON ISD,LOVETT EL,BELLAIRE H S,"4910 Imogene, Houston, Texas, 77096",29.6829264,-95.4640569,"(29.6829264, -95.4640569)"
65212172,210,Obion Road,,Houston,77076,Harris,Wildrose Gardens,Single-Family,1952,5,3,0,3,5,0,2,FALSE,0,Traditional,194999,9,Northwest Houston,76,111,11/22/2020,HOUSTON ISD,WESLEY EL,WASHINGTON B T H S,"210 Obion Road, Houston, Texas, 77076",29.856328,-95.399261,"(29.856328, -95.399261)"
65317447,730,Last Arrow Drive,,Houston,77079,Harris,Corrective/Mem Thicket Sec 01,Single-Family,1983,3,3,0,3,3,1,1,TRUE,2,Contemporary/Modern,590000,23,Energy Corridor,142,142,9/17/2020,HOUSTON ISD,BUSH EL,WESTSIDE H S,"730 Last Arrow Drive, Houston, Texas, 77079",29.77756041,-95.62826449,"(29.77756040763014, -95.62826449212653)"
65334416,2420,Emancipation Avenue,,Houston,77004,Harris,Dowling Park,Single-Family,2015,3,2,1,2.1,3,0,4,FALSE,2,Contemporary/Modern,359900,4,University Area,66,182,12/2/2020,HOUSTON ISD,BLACKSHEAR EL,YATES H S,"2420 Emancipation Avenue, Houston, Texas, 77004",29.73897227,-95.3615419,"(29.738972272727274, -95.3615418989899)"
65367920,5212,Bennington Street,,Houston,77028,Harris,Trinity Gardens,Single-Family,1980,4,2,0,2,4,0,1,FALSE,0,Traditional,185000,2,Northside,57,57,12/11/2020,HOUSTON ISD,COOK JR EL,KASHMERE H S,"5212 Bennington Street, Houston, Texas, 77028",29.82027243,-95.31484096,"(29.82027242857143, -95.31484095918367)"
65380681,1002,Lawrence Street,,Houston,77008,Harris,West Heights,Single-Family,1948,3,2,0,2,3,0,1,FALSE,2,Traditional,450000,9,Heights/Greater Heights,260,278,5/22/2020,HOUSTON ISD,LOVE EL,HEIGHTS H S,"1002 Lawrence Street, Houston, Texas, 77008",29.78886563,-95.40688265,"(29.78886563265306, -95.40688265306122)"
65385857,1117,16th  Street,C,Houston,77008,Harris,Crescent Landing,Single-Family,2020,3,3,1,3.1,7,0,4,FALSE,2,"Contemporary/Modern, Traditional",465000,9,Heights/Greater Heights,65,242,12/3/2020,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"1117 16th  Street, Houston, Texas, 77008",29.65635416,-95.20997894,"(29.656354163265306, -95.2099789387755)"
65385857,1117,16th  Street,C,Houston,77008,Harris,Crescent Landing,Single-Family,2020,3,3,1,3.1,7,0,4,FALSE,2,"Contemporary/Modern, Traditional",465000,9,Heights/Greater Heights,65,242,12/3/2020,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"1117 16th  Street, Houston, Texas, 77008",29.65635416,-95.20997894,"(29.656354163265306, -95.2099789387755)"
65385857,1117,16th  Street,C,Houston,77008,Harris,Crescent Landing,Single-Family,2020,3,3,1,3.1,7,0,4,FALSE,2,"Contemporary/Modern, Traditional",465000,9,Heights/Greater Heights,65,242,12/3/2020,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"1117 16th  Street, Houston, Texas, 77008",29.65635416,-95.20997894,"(29.656354163265306, -95.2099789387755)"
65431296,3637,Meadow Lake Lane,,Houston,77027,Harris,River Oaks Sec 08,Single-Family,2021,4,4,1,4.1,4,1,3,FALSE,2,Traditional,4995000,16,River Oaks Area,15,15,1/22/2021,HOUSTON ISD,RIVER OAKS EL,LAMAR H S,"3637 Meadow Lake Lane, Houston, Texas, 77027",29.74662079,-95.43511166,"(29.746620794863453, -95.43511166165712)"
65433689,854,Fisher  Street,F,Houston,77018,Harris,Oak Grove Garden Homes,Single-Family,2019,3,2,1,2.1,7,1,2,FALSE,2,Contemporary/Modern,516900,9,Oak Forest East Area,555,555,8/1/2019,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP H S,"854 Fisher  Street, Houston, Texas, 77018",29.82296825,-95.41790635,"(29.822968250000002, -95.41790635)"
65433689,854,Fisher  Street,F,Houston,77018,Harris,Oak Grove Garden Homes,Single-Family,2019,3,2,1,2.1,7,1,2,FALSE,2,Contemporary/Modern,516900,9,Oak Forest East Area,555,555,8/1/2019,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP H S,"854 Fisher  Street, Houston, Texas, 77018",29.82296825,-95.41790635,"(29.822968250000002, -95.41790635)"
65433689,854,Fisher  Street,F,Houston,77018,Harris,Oak Grove Garden Homes,Single-Family,2019,3,2,1,2.1,7,1,2,FALSE,2,Contemporary/Modern,516900,9,Oak Forest East Area,555,555,8/1/2019,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP H S,"854 Fisher  Street, Houston, Texas, 77018",29.82296825,-95.41790635,"(29.822968250000002, -95.41790635)"
65537254,601,Cottage Street,,Houston,77009,Harris,Woodland Court,Single-Family,1920,4,3,1,3.1,14,1,3,FALSE,1,Contemporary/Modern,749900,9,Heights/Greater Heights,500,500,9/25/2019,HOUSTON ISD,TRAVIS EL,HEIGHTS H S,"601 Cottage Street, Houston, Texas, 77009",29.79227499,-95.37350919,"(29.792274989795917, -95.37350919387755)"
65571088,1835,La Magnolia Drive,,Houston,77023,Harris,Oaks of Lawndale,Single-Family,2021,3,2,1,2.1,3,0,2,FALSE,2,Traditional,332995,4,East End Revitalized,23,23,1/14/2021,HOUSTON ISD,CARRILLO EL,AUSTIN H S,"1835 La Magnolia Drive, Houston, Texas, 77023",30.0828955,-95.1826399,"(30.0828955, -95.1826399)"
65633990,5216,Laurel Street,,Bellaire,77401,Harris,Bellaire,Single-Family,2001,4,4,1,4.1,16,1,2,TRUE,2,Traditional,1195000,17,Bellaire Area,5,252,2/1/2021,HOUSTON ISD,CONDIT EL,BELLAIRE H S,"5216 Laurel Street, Bellaire, Texas, 77401",29.70355727,-95.47075759,"(29.703557265306124, -95.47075759183673)"
65668037,806,Sue Street,,Houston,77009,Harris,Lindale Park Sec 3,Single-Family,1939,3,1,0,1,3,0,1,FALSE,2,Other Style,249500,9,Northside,14,14,1/23/2021,HOUSTON ISD,JEFFERSON EL,NORTHSIDE H S,"806 Sue Street, Houston, Texas, 77009",29.80710483,-95.3607987,"(29.807104825503355, -95.360798704698)"
65719740,4300,Lula,,Bellaire,77401,Harris,Southdale,Single-Family,1945,2,0,0,0,2,0,1,FALSE,0,Other Style,345000,17,Bellaire Area,353,353,2/19/2020,HOUSTON ISD,HORN EL,BELLAIRE H S,"4300 Lula, Bellaire, Texas, 77401",29.700663,-95.447542,"(29.700663, -95.447542)"
65891140,12466,Deep Spring Lane,,Houston,77077,Harris,Ashford Forest Sec 04,Single-Family,1969,4,3,1,3.1,15,1,2,FALSE,2,Traditional,439000,31,Energy Corridor,120,120,10/9/2020,HOUSTON ISD,SHADOWBRIAR EL,WESTSIDE H S,"12466 Deep Spring Lane, Houston, Texas, 77077",29.75474667,-95.60110926,"(29.75474667334843, -95.60110926470965)"
65902892,3659,Meadow Lake Lane,,Houston,77027,Harris,River Oaks,Single-Family,2019,5,6,2,6.2,12,3,2,FALSE,4,"Contemporary/Modern, Traditional",4499999,16,River Oaks Area,218,1076,7/3/2020,HOUSTON ISD,RIVER OAKS EL,LAMAR H S,"3659 Meadow Lake Lane, Houston, Texas, 77027",29.74659937,-95.43541652,"(29.74659936889675, -95.43541652255477)"
65945736,4333,Jim West Street,,Bellaire,77401,Harris,Southdale Add,Single-Family,2004,4,3,1,3.1,10,2,2,FALSE,2,"Contemporary/Modern, French, Other Style, Traditional",895000,17,Bellaire Area,57,57,12/11/2020,HOUSTON ISD,HORN EL,BELLAIRE H S,"4333 Jim West Street, Bellaire, Texas, 77401",29.69908746,-95.4478514,"(29.69908745714286, -95.4478514)"
65978067,4815,Mayfair Street,,Bellaire,77401,Harris,Twin Oaks,Single-Family,2007,4,3,1,3.1,12,1,2,TRUE,2,Mediterranean,924900,17,Bellaire Area,11,11,1/26/2021,HOUSTON ISD,CONDIT EL,BELLAIRE H S,"4815 Mayfair Street, Bellaire, Texas, 77401",29.71877009,-95.46315242,"(29.718770093023256, -95.46315241860465)"
65985170,905,Malone  Street,B,Houston,77007,Harris,Rice Military Add D,Single-Family,2004,3,3,1,3.1,6,1,3,TRUE,2,Contemporary/Modern,625000,16,Rice Military/Washington Corridor,86,86,11/12/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"905 Malone  Street, Houston, Texas, 77007",29.76990975,-95.41940299,"(29.769909751205912, -95.4194029890107)"
