mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school
93258232,3314,Gillespie Street,,Houston,77020,Harris,Haus Houston,Single-Family,2021,3,3,1,3.1,10,0,4,FALSE,0,Contemporary/Modern,389990,2,Denver Harbor,7,7,1/30/2021,HOUSTON ISD,BRUCE ELEMENTARY,WHEATLEY HIGH SCHOOL
93474469,5727,Larkin Street,,Houston,77007,Harris,Contemporary Park,Single-Family,2005,3,2,1,2.1,6,1,2,FALSE,2,Contemporary/Modern,350000,9,Cottage Grove,47,47,12/21/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,WALTRIP HIGH SCHOOL
93516140,5319,Briar Drive,,Houston,77056,Harris,Pine Shadows / Tanglewood,Single-Family,2005,4,4,1,4.1,15,3,3,TRUE,3,"Mediterranean, Traditional",2730000,22,Tanglewood Area,12,122,1/25/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
93577535,132,Pamellia Drive,,Bellaire,77401,Harris,Palm Court,Single-Family,1997,4,3,2,3.2,15,2,3,TRUE,2,Traditional,1599000,17,Bellaire Area,79,79,11/19/2020,HOUSTON ISD,HORN ELEMENTARY,BELLAIRE HIGH SCHOOL
93609082,5423,Firefly Avenue,,Houston,77017,Harris,Forest Oaks R/P,Single-Family,1955,3,1,0,1,3,0,1,FALSE,0,Traditional,141000,3,Hobby Area,129,129,9/30/2020,HOUSTON ISD,PATTERSON ELEMENTARY,CHAVEZ HIGH SCHOOL
93612652,6144,Doulton,,Houston,77033,Harris,Edgewood Sec 09,Single-Family,1955,4,2,0,2,4,0,1,FALSE,0,Traditional,169000,3,Medical Center South,9,9,1/28/2021,HOUSTON ISD,ALCOTT ELEMENTARY,STERLING HIGH SCHOOL
93627936,12959,Kingsbridge Lane,,Houston,77077,Harris,Lake at Stonehenge,Single-Family,2020,3,3,1,3.1,10,1,2,FALSE,2,Traditional,459000,31,Energy Corridor,50,50,12/18/2020,HOUSTON ISD,RAY DAILY ELEMENTARY,WESTSIDE HIGH SCHOOL
93645586,10607,Kirkside Drive,,Houston,77096,Harris,Westbury Sec 05 R/P,Single-Family,1963,4,2,0,2,7,0,1,FALSE,0,Traditional,309000,20,Brays Oaks,25,25,1/12/2021,HOUSTON ISD,ELROD ELEMENTARY,WESTBURY HIGH SCHOOL
93652238,318,Terminal,,Houston,77020,Harris,Denver Harbor Sec 03,Single-Family,1950,3,1,0,1,5,0,1,FALSE,0,Ranch,179900,2,Denver Harbor,111,256,10/15/2020,HOUSTON ISD,SCROGGINS ELEMENTARY,WHEATLEY HIGH SCHOOL
93697007,12203,Piping Rock Drive,,Houston,77077,Harris,Shadowbriar Sec 02,Single-Family,1981,4,2,1,2.1,13,1,2,FALSE,2,Traditional,284950,31,Energy Corridor,164,164,8/26/2020,HOUSTON ISD,ASHFORD ELEMENTARY,WESTSIDE HIGH SCHOOL
93697697,3123,Norris,,Houston,77025,Harris,Knollwood Village Sec 07,Single-Family,1954,2,2,0,2,9,0,1,FALSE,0,Ranch,329500,17,Knollwood/Woodside Area,93,93,11/5/2020,HOUSTON ISD,LONGFELLOW ELEMENTARY,BELLAIRE HIGH SCHOOL
93815555,3841,Meadow Lake Lane,,Houston,77027,Harris,Royden Oaks,Single-Family,1955,4,3,0,3,7,1,1,FALSE,0,Victorian,935000,16,River Oaks Area,310,310,3/27/2020,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
93841384,2056,Branard Street,,Houston,77098,Harris,Dearborn Place,Single-Family,1930,3,3,0,3,8,1,1,TRUE,1,Traditional,647777,16,Montrose,31,532,1/5/2021,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
93865862,3307,Beverly Forest Drive,,Houston,77057,Harris,Beverly Hills Villas,Single-Family,2020,3,3,1,3.1,6,0,3,FALSE,2,Mediterranean,419000,22,Galleria,2,382,2/4/2021,HOUSTON ISD,PILGRIM ACADEMY,WISDOM HIGH SCHOOL
93910011,2411,Pease St,,Houston,77003,Harris,Skyline Lofts/Pease,Single-Family,2020,3,3,1,3.1,6,0,3,FALSE,2,"Contemporary/Modern, Split Level",380000,4,East End Revitalized,105,105,10/24/2020,HOUSTON ISD,LANTRIP ELEMENTARY,WHEATLEY HIGH SCHOOL
93945362,805,Algona Avenue,,Houston,77008,Harris,RESERVE AT WASHINGTON SEC 1,Single-Family,2015,3,3,1,3.1,6,0,3,FALSE,2,Traditional,449900,9,Timbergrove/Lazybrook,22,233,1/15/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
93957956,6240,San Felipe Street,,Houston,77057,Harris,Briargrove Sec 03,Single-Family,2015,6,3,1,3.1,7,1,2,FALSE,1,"Contemporary/Modern, Traditional",1295000,22,Briargrove,2,2,2/4/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
93984876,3206,Merrick Street,,Houston,77025,Harris,Southern Oaks Sec 02,Single-Family,2020,4,4,1,4.1,17,1,2,FALSE,2,Contemporary/Modern,1680000,17,Braeswood Place,87,87,11/11/2020,HOUSTON ISD,TWAIN ELEMENTARY,LAMAR HIGH SCHOOL
93990901,1415,24th  Street,F,Houston,77008,Harris,SUNRISE LANDING,Single-Family,2019,3,3,1,3.1,6,0,4,FALSE,2,Contemporary/Modern,427000,9,Heights/Greater Heights,65,427,12/3/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
94071584,2612,Delafield Street,,Houston,77023,Harris,Edmundson Sec 07,Single-Family,2020,4,2,1,2.1,11,0,2,FALSE,2,Traditional,419990,4,University Area,65,65,12/3/2020,HOUSTON ISD,HENDERSON J ELEMENTARY,AUSTIN HIGH SCHOOL
94072838,2005,Arrowood Glen ,,Houston,77077,Harris,Parkway Terrace,Single-Family,2015,4,3,0,3,11,1,2,TRUE,2,Traditional,650000,31,Energy Corridor,5,5,2/1/2021,HOUSTON ISD,RAY DAILY ELEMENTARY,WESTSIDE HIGH SCHOOL
94077125,5804,Post Oak Lane,,Houston,77055,Harris,Uptown North,Single-Family,2021,3,3,1,3.1,6,0,3,FALSE,2,"Contemporary/Modern, Traditional",379990,24,Spring Branch,8,57,1/29/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
94087553,2002,Cortlandt Street,,Houston,77008,Harris,Houston Heights,Single-Family,2003,3,3,1,3.1,10,1,2,TRUE,2,Traditional,1000000,9,Heights/Greater Heights,16,16,1/21/2021,HOUSTON ISD,FIELD ELEMENTARY,HEIGHTS HIGH SCHOOL
94102126,1426,21st  Street,E,Houston,77008,Harris,Sevillas/Shady Acres,Single-Family,2006,3,3,1,3.1,6,0,3,FALSE,2,"Mediterranean, Spanish",430000,9,Heights/Greater Heights,3,3,2/3/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
94147443,904,20th  Street,B,Houston,77008,Harris,WEST 20TH ST MANOR,Single-Family,2016,3,2,2,2.2,8,0,3,FALSE,2,Traditional,349900,9,Heights/Greater Heights,71,71,11/23/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
94160375,3460,Wickersham Lane,,Houston,77027,Harris,River Oaks,Single-Family,2008,4,5,1,5.1,11,4,3,FALSE,3,Spanish,2795000,16,River Oaks Area,5,5,2/1/2021,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
94178192,5333,Val Verde Street,,Houston,77056,Harris,Lamar Terrace,Single-Family,1998,4,4,0,4,9,2,2,FALSE,2,Other Style,775000,22,Galleria,9,9,1/28/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
94179191,1433,23rd  Street,F,Houston,77008,Harris,Courtyards/Shady Acres,Single-Family,2010,3,3,1,3.1,8,1,4,FALSE,2,Mediterranean,459000,9,Heights/Greater Heights,134,134,9/25/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
94190977,3603,Zoch,,Houston,77092,Harris,Milwee Meadow,Single-Family,1964,5,3,1,3.1,8,0,1,FALSE,0,Traditional,545900,9,Oak Forest West Area,4,4,2/2/2021,HOUSTON ISD,WAINWRIGHT ELEMENTARY,SCARBOROUGH HIGH SCHOOL
94222200,5702,Indian Trail,,Houston,77057,Harris,Indian Trail,Single-Family,1971,4,4,1,4.1,14,1,2,FALSE,2,Traditional,1095000,22,Tanglewood Area,20,587,1/17/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
94312754,830,27th Street,,Houston,77008,Harris,Houston Heights,Single-Family,2005,2,2,0,2,5,0,1,FALSE,2,Contemporary/Modern,429900,9,Heights/Greater Heights,114,114,10/14/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
94342599,2903,Stanton Street,,Houston,77025,Harris,Knollwood Village Sec 02,Single-Family,1952,3,2,0,2,8,0,1,FALSE,2,Traditional,475000,17,Knollwood/Woodside Area,26,52,1/8/2021,HOUSTON ISD,LONGFELLOW ELEMENTARY,BELLAIRE HIGH SCHOOL
94351267,10727,Del Monte Drive,,Houston,77042,Harris,Walnut Bend Sec 03 R/P,Single-Family,1964,4,2,1,2.1,5,0,1,FALSE,0,Traditional,499900,31,Briargrove Park/Walnutbend,81,81,11/17/2020,HOUSTON ISD,WALNUT BEND ELEMENTARY,WESTSIDE HIGH SCHOOL
94395829,939,Ashford Parkway,,Houston,77077,Harris,Ashford Forest Sec 03,Single-Family,1966,5,3,1,3.1,8,0,2,FALSE,2,Traditional,418000,31,Energy Corridor,64,64,12/4/2020,HOUSTON ISD,SHADOWBRIAR ELEMENTARY,WESTSIDE HIGH SCHOOL
94411672,4662,Larkspur Street,,Houston,77051,Harris,Flower City,Single-Family,2020,3,2,0,2,5,0,1,FALSE,0,Traditional,195000,3,Medical Center South,226,226,6/25/2020,HOUSTON ISD,BASTIAN ELEMENTARY,WORTHING HIGH SCHOOL
94428710,7991,Kenton Street,,Houston,77028,Harris,Liberty Road Manor,Single-Family,2021,3,2,0,2,3,0,1,FALSE,0,Traditional,190000,2,Northside,32,32,1/5/2021,HOUSTON ISD,COOK JR ELEMENTARY,KASHMERE HIGH SCHOOL
94430854,9714,Oasis Drive,,Houston,77096,Harris,Marilyn Estates Sec 05,Single-Family,1961,5,3,0,3,8,1,2,FALSE,2,Traditional,449000,20,Meyerland Area,122,122,10/7/2020,HOUSTON ISD,KOLTER ELEMENTARY,WESTBURY HIGH SCHOOL
94488058,1736,Live Oak St,,Houston,77003,Harris,Live Oaks Court Sub,Single-Family,2013,3,3,1,3.1,6,0,3,FALSE,2,Traditional,379000,4,East End Revitalized,10,10,1/27/2021,HOUSTON ISD,LANTRIP ELEMENTARY,WHEATLEY HIGH SCHOOL
94509240,2615,Waugh Drive,,Houston,77006,Harris,Waugh Town Homes,Single-Family,2014,3,3,1,3.1,6,1,4,FALSE,0,"Contemporary/Modern, Other Style, Traditional",550000,16,Montrose,22,84,1/15/2021,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR HIGH SCHOOL
94556154,4328,Wendell Street,,Bellaire,77401,Harris,Southdale,Single-Family,1945,2,1,0,1,3,0,1,FALSE,0,Traditional,375000,17,Bellaire Area,171,171,7/4/2020,HOUSTON ISD,HORN ELEMENTARY,BELLAIRE HIGH SCHOOL
94559738,4414,Merwin,,Houston,77027,Harris,Afton Oaks,Single-Family,1954,3,2,0,2,8,0,1,FALSE,2,"Ranch, Traditional",650000,16,Royden Oaks/Afton Oaks,15,15,1/22/2021,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR HIGH SCHOOL
94574841,1927,La Magnolia Drive,,Houston,77023,Harris,Oaks of Lawndale,Single-Family,2021,3,2,1,2.1,5,0,2,FALSE,2,Traditional,342995,4,East End Revitalized,9,9,1/28/2021,HOUSTON ISD,CARRILLO ELEMENTARY,AUSTIN HIGH SCHOOL
94580053,1535,Harness Oaks Court,,Houston,77077,Harris,Parkway Villages Sec 6,Single-Family,1998,2,2,0,2,6,1,1,FALSE,0,Traditional,408000,31,Energy Corridor,2,2,2/4/2021,HOUSTON ISD,BUSH ELEMENTARY,WESTSIDE HIGH SCHOOL
94581192,2510,McClendon Street,,Houston,77030,Harris,Brantwood,Single-Family,2007,4,3,1,3.1,16,1,2,FALSE,2,Traditional,1475000,17,Rice/Museum District,106,106,10/23/2020,HOUSTON ISD,ROBERTS ELEMENTARY,LAMAR HIGH SCHOOL
94602272,650,Westcross  Street,83,Houston,77018,Harris,Contemporary Garden D Oaks Rep #1,Single-Family,2013,3,2,1,2.1,7,1,3,FALSE,0,Traditional,309000,9,Northwest Houston,27,27,1/10/2021,HOUSTON ISD,KENNEDY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
94609319,5102,Pine Reach,,Houston,77018,Harris,Pinemont Area,Single-Family,2020,3,2,1,2.1,10,0,2,FALSE,2,Traditional,312700,9,Shepherd Park Plaza Area,117,258,10/12/2020,HOUSTON ISD,DURHAM ELEMENTARY,WALTRIP HIGH SCHOOL
94610189,4519,Nett Street,,Houston,77007,Harris,Park/Nett Street,Single-Family,2015,3,3,1,3.1,5,0,3,FALSE,2,Contemporary/Modern,447950,16,Rice Military/Washington Corridor,16,16,1/21/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
94704979,10933,Brambling Wood Drive,,Houston,77043,Harris,Brittmoore Crossing,Single-Family,2021,3,3,1,3.1,8,1,3,FALSE,2,Contemporary/Modern,475739,24,Spring Branch,57,57,12/11/2020,SPRING BRANCH ISD,SHERWOOD ELEMENTARY,STRATFORD HIGH SCHOOL
94706192,5610,Patrick  Street,J,Houston,77076,Harris,Patrick Street Landing,Single-Family,2020,3,2,1,2.1,6,0,2,FALSE,0,Traditional,264900,9,Northwest Houston,9,9,1/28/2021,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
94762165,1851,Lombardy,,Houston,77023,Harris,Broadmoor,Single-Family,1935,3,2,0,2,3,0,1,FALSE,0,Traditional,289900,4,East End Revitalized,100,100,10/29/2020,HOUSTON ISD,CAGE ELEMENTARY,AUSTIN HIGH SCHOOL
94765437,5014,Braeswood Boulevard,,Houston,77096,Harris,Meyerland,Single-Family,1960,3,2,1,2.1,6,0,1,TRUE,1,Ranch,317000,20,Meyerland Area,556,954,6/7/2019,HOUSTON ISD,LOVETT ELEMENTARY,BELLAIRE HIGH SCHOOL
94768698,849,Martin Street,,Houston,77018,Harris,MARTIN STREET LANDING,Single-Family,2021,3,2,1,2.1,3,0,2,FALSE,0,"Contemporary/Modern, Traditional",341500,9,Shepherd Park Plaza Area,59,59,12/9/2020,HOUSTON ISD,DURHAM ELEMENTARY,WALTRIP HIGH SCHOOL
94808049,10230,Envoy Street,,Houston,77016,Harris,Fontaine Place Sec 05,Single-Family,1960,4,2,0,2,4,0,1,FALSE,0,Ranch,189900,2,Northside,19,119,1/18/2021,HOUSTON ISD,SHADYDALE ELEMENTARY,NORTH FOREST HIGH SCHOOL
94827158,5829,Darling Street,,Houston,77007,Harris,Cottage Grove Sec 04,Single-Family,1930,2,1,0,1,4,0,1,FALSE,0,Other Style,334900,9,Cottage Grove,85,377,11/13/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,WALTRIP HIGH SCHOOL
94834004,5262,Willowbend Boulevard,,Houston,77096,Harris,Westbury Sec 02,Single-Family,1955,4,2,1,2.1,7,0,1,TRUE,2,"Contemporary/Modern, Traditional",398880,20,Meyerland Area,128,128,10/1/2020,HOUSTON ISD,KOLTER ELEMENTARY,BELLAIRE HIGH SCHOOL
94860247,4709,Sayers Street,,Houston,77026,Harris,Valencia Park,Single-Family,1930,3,2,0,2,5,0,1,FALSE,1,Traditional,170000,2,Northside,150,150,9/9/2020,HOUSTON ISD,ROSS ELEMENTARY,KASHMERE HIGH SCHOOL
94871183,7309,Avenue H,,Houston,77011,Harris,Magnolia Park Sec 02,Single-Family,1930,4,3,0,3,6,0,2,FALSE,0,Other Style,229000,4,East End Revitalized,42,42,12/26/2020,HOUSTON ISD,GALLEGOS ELEMENTARY,AUSTIN HIGH SCHOOL
94929803,3730,Alberta Street,,Houston,77021,Harris,La Salette Place,Single-Family,1950,4,2,0,2,7,0,1,FALSE,1,"Ranch, Traditional",250000,4,University Area,27,27,1/10/2021,HOUSTON ISD,FOSTER ELEMENTARY,YATES HIGH SCHOOL
95012110,1720,Bailey Street,,Houston,77019,Harris,Sutton-Gillette Twnhms Sec,Single-Family,2002,3,2,1,2.1,3,1,3,FALSE,2,Traditional,360000,16,Midtown - Houston,34,34,12/29/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,HEIGHTS HIGH SCHOOL
95046310,1008,Melneeka Lane,,Houston,77091,Harris,JACQUELINE COURT R/P,Single-Family,2020,3,2,1,2.1,6,0,2,FALSE,2,Traditional,280000,9,Northwest Houston,40,40,12/28/2020,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
95056976,5212,Washington Avenue,,Houston,77007,Harris,Washington Square,Single-Family,2004,3,2,0,2,8,0,2,FALSE,2,Mediterranean,362550,16,Rice Military/Washington Corridor,14,14,1/23/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
95068761,3706,Dreyfus Street,,Houston,77021,Harris,Southlawn,Single-Family,2021,3,2,1,2.1,4,0,2,FALSE,0,Traditional,239900,4,University Area,21,28,1/16/2021,HOUSTON ISD,WHIDBY ELEMENTARY,YATES HIGH SCHOOL
95073244,1931,Lamar Street,,Houston,77019,Harris,Temple Terrace,Single-Family,2021,3,4,1,4.1,14,1,3,FALSE,2,Contemporary/Modern,1499000,16,Montrose,26,26,1/11/2021,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR HIGH SCHOOL
95099114,4305,Feagan Street,,Houston,77007,Harris,Feagan Courtyard Homes,Single-Family,2003,3,3,1,3.1,5,1,3,FALSE,2,Traditional,545000,16,Rice Military/Washington Corridor,78,78,11/20/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
95100132,1626,Mable,,Houston,77023,Harris,Kirby W A,Single-Family,1946,3,1,0,1,3,0,1,FALSE,0,Traditional,325000,4,East End Revitalized,129,129,9/30/2020,HOUSTON ISD,CAGE ELEMENTARY,AUSTIN HIGH SCHOOL
95103832,2616,Columbia Street,,Houston,77008,Harris,Sunset Heights Add,Single-Family,1920,2,2,0,2,2,0,1,FALSE,1,Traditional,499000,9,Heights/Greater Heights,3,49,2/3/2021,HOUSTON ISD,FIELD ELEMENTARY,HEIGHTS HIGH SCHOOL
95120515,5830,Picasso Place,,Houston,77096,Harris,Maplewood South,Single-Family,1962,4,2,0,2,9,1,1,FALSE,1,Traditional,464000,20,Meyerland Area,151,738,9/8/2020,HOUSTON ISD,PARKER ELEMENTARY,WESTBURY HIGH SCHOOL
95130565,809,26th Street,,Houston,77008,Harris,Houston Heights,Single-Family,2004,3,2,1,2.1,6,1,2,FALSE,2,Traditional,539000,9,Heights/Greater Heights,14,14,1/23/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
95132195,1707,Haverhill Drive,,Houston,77008,Harris,Lazybrook Add Sec 02,Single-Family,1959,3,2,0,2,8,0,1,FALSE,2,Traditional,515000,9,Timbergrove/Lazybrook,137,137,9/22/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
95143543,4907,Hardy Street,,Houston,77009,Harris,Ryon,Single-Family,1948,2,1,0,1,2,0,1,FALSE,0,Traditional,225000,9,Northside,142,142,9/17/2020,HOUSTON ISD,LOOSCAN ELEMENTARY,NORTHSIDE HIGH SCHOOL
95165913,10903,Ashcroft Drive,,Houston,77096,Harris,Parkwest Sec 02,Single-Family,1960,4,2,0,2,4,1,1,FALSE,1,Traditional,479000,20,Brays Oaks,82,143,10/28/2020,HOUSTON ISD,PARKER ELEMENTARY,WESTBURY HIGH SCHOOL
95177102,3847,Arbor ,,Houston,77004,Harris,Oak Manor,Single-Family,1957,3,2,1,2.1,6,0,1,FALSE,1,Contemporary/Modern,400000,4,University Area,11,11,1/26/2021,HOUSTON ISD,LOCKHART ELEMENTARY,YATES HIGH SCHOOL
95197275,5506,Tilbury Drive,,Houston,77056,Harris,Tanglewood Sec 08,Single-Family,2004,4,5,3,5.3,12,2,3,TRUE,0,"Mediterranean, Traditional",3250000,22,Tanglewood Area,24,71,1/13/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
95211245,304,Cyclamen Street,,Houston,77018,Harris,Yale Street Place,Single-Family,2020,3,2,1,2.1,3,0,2,FALSE,0,Traditional,309900,9,Northwest Houston,77,77,11/21/2020,HOUSTON ISD,KENNEDY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
95233662,4202,Dreyfus Street,,Houston,77021,Harris,Foster Place,Single-Family,1955,4,2,2,2.2,6,0,1,FALSE,1,Traditional,149600,4,University Area,132,132,9/16/2020,HOUSTON ISD,FOSTER ELEMENTARY,YATES HIGH SCHOOL
95321087,12005,Ridgewood Hill,,Houston,77045,Harris,Kirby Landing,Single-Family,2020,3,3,1,3.1,12,0,3,FALSE,2,Contemporary/Modern,365649,3,Five Corners,179,179,8/11/2020,HOUSTON ISD,REYNOLDS ELEMENTARY,WORTHING HIGH SCHOOL
95336597,226,Delmar Street,,Houston,77011,Harris,Lenox Grove,Single-Family,1936,3,2,0,2,6,0,1,FALSE,0,Traditional,415000,4,East End Revitalized,175,175,8/15/2020,HOUSTON ISD,BURNET ELEMENTARY,AUSTIN HIGH SCHOOL
95361381,13607,Morgan Creek,,Houston,77077,Harris,LAKES OF PARKWAY,Single-Family,2006,3,3,1,3.1,13,1,1,FALSE,3,Traditional,750000,31,Energy Corridor,23,23,1/14/2021,HOUSTON ISD,BUSH ELEMENTARY,WESTSIDE HIGH SCHOOL
95375573,6317,Eastland ,,Houston,77028,Harris,Liberty Road Manor Section 20,Single-Family,2020,3,2,0,2,6,0,2,FALSE,1,Contemporary/Modern,189999,2,Northeast Houston,25,60,1/12/2021,HOUSTON ISD,ELMORE ELEMENTARY,KASHMERE HIGH SCHOOL
95440458,936,Alexander Street,,Houston,77008,Harris,West Heights,Single-Family,2021,3,2,1,2.1,7,0,2,FALSE,2,Contemporary/Modern,669900,9,Heights/Greater Heights,32,32,1/5/2021,HOUSTON ISD,LOVE ELEMENTARY,HEIGHTS HIGH SCHOOL
95507092,13418,Merryville Harrogate Lane,,Houston,77048,Harris,South Meadow Place,Single-Family,2021,3,2,1,2.1,7,0,2,FALSE,2,Traditional,219990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST ELEMENTARY,STERLING HIGH SCHOOL
95534058,1417,Blodgett Street,,Houston,77004,Harris,Museum Terrace,Single-Family,2015,3,3,1,3.1,6,0,4,FALSE,2,Contemporary/Modern,490000,17,Rice/Museum District,50,50,12/18/2020,HOUSTON ISD,MACGREGOR ELEMENTARY,LAMAR HIGH SCHOOL
95575139,1417,Hussion St,,Houston,77003,Harris,Edmundson Sec 03,Single-Family,2006,3,1,1,1.1,6,0,1,FALSE,0,Traditional,279900,4,East End Revitalized,145,196,9/14/2020,HOUSTON ISD,LANTRIP ELEMENTARY,AUSTIN HIGH SCHOOL
95578023,5524,Jessamine,,Houston,77081,Harris,Richmond Plaza,Single-Family,2015,4,4,0,4,10,1,2,FALSE,2,Contemporary/Modern,1050000,17,Bellaire Area,40,40,12/28/2020,HOUSTON ISD,CONDIT ELEMENTARY,BELLAIRE HIGH SCHOOL
95692087,5306,Paseo Caceres Drive,,Houston,77007,Harris,Caceres Pt Rep 2,Single-Family,2021,3,3,1,3.1,8,1,4,FALSE,2,Mediterranean,1220000,16,Rice Military/Washington Corridor,83,204,11/15/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
95698683,5830,Winsome Lane,,Houston,77057,Harris,WESTHEIMER GARDENS,Single-Family,2020,3,3,1,3.1,10,0,3,FALSE,2,Contemporary/Modern,495000,22,Galleria,32,32,1/5/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
95720120,10918,Brambling Wood Drive,,Houston,77043,Harris,Brittmoore Crossing,Single-Family,2021,5,3,1,3.1,9,1,3,FALSE,2,Contemporary/Modern,464520,24,Spring Branch,131,131,9/28/2020,SPRING BRANCH ISD,SHERWOOD ELEMENTARY,STRATFORD HIGH SCHOOL
95729327,2219,Stoney Point Street,,Houston,77056,Harris,Del Monte Sec 02,Single-Family,1953,3,3,1,3.1,9,1,1,TRUE,1,"Ranch, Traditional",1020000,22,Galleria,58,58,12/10/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
95753207,128,Detering  Street,A,Houston,77007,Harris,Rice Military,Single-Family,2005,3,3,1,3.1,9,1,3,FALSE,2,Traditional,495000,16,Rice Military/Washington Corridor,232,232,6/19/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
95756492,1315,Isabella Street,,Houston,77004,Harris,Midtown Elevated,Single-Family,2019,4,4,1,4.1,5,1,4,FALSE,2,Traditional,629900,16,Midtown - Houston,12,962,1/25/2021,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR HIGH SCHOOL
95779472,823,Mansfield  Street,A,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
95801397,1504,Saulnier Street,,Houston,77019,Harris,Allen Pines Lofts Sub,Single-Family,2020,3,3,1,3.1,8,0,3,FALSE,2,Contemporary/Modern,525000,16,Midtown - Houston,97,314,11/1/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,HEIGHTS HIGH SCHOOL
95833728,4301,Los Angeles Street,,Houston,77026,Harris,Crane Street Gardens,Single-Family,1944,2,1,0,1,2,0,1,FALSE,0,Traditional,165000,2,Northside,117,510,10/12/2020,HOUSTON ISD,ISAACS ELEMENTARY,WHEATLEY HIGH SCHOOL
95836214,10742,Nathaniel Valley Path,,Houston,77016,Harris,Towne Park Village,Single-Family,2021,3,2,0,2,5,0,1,FALSE,2,Traditional,207535,2,Northeast Houston,89,89,9/22/2020,HOUSTON ISD,SHADYDALE ELEMENTARY,NORTH FOREST HIGH SCHOOL
95841010,114,Reinerman ,,Houston,77007,Harris,Reinerman Terrace,Single-Family,2020,3,3,1,3.1,13,0,4,FALSE,2,Contemporary/Modern,686700,16,Rice Military/Washington Corridor,109,109,10/20/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
95842762,650,Westcross  Street,82,Houston,77018,Harris,Contemporary Garden Oaks Rep 1,Single-Family,2012,3,2,1,2.1,6,1,3,FALSE,2,Contemporary/Modern,300000,9,Northwest Houston,21,21,1/16/2021,HOUSTON ISD,KENNEDY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
95862664,10920,Brambling Wood Drive,,Houston,77043,Harris,Brittmoore Crossing,Single-Family,2020,3,2,1,2.1,6,1,2,FALSE,2,Contemporary/Modern,407542,24,Spring Branch,31,31,1/6/2021,SPRING BRANCH ISD,SHERWOOD ELEMENTARY,STRATFORD HIGH SCHOOL
