mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school
4581463,6002,Potomac Park Drive,,Houston,77057,Harris,Westhaven Estates Sec 1,Single-Family,2015,3,3,1,3.1,6,1,3,FALSE,2,Traditional,769999,22,Galleria,157,157,9/2/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
4645005,3723,Knollwood Street,,Houston,77019,Harris,River Oaks,Single-Family,1950,5,4,3,4.3,18,3,2,TRUE,3,Contemporary/Modern,6995000,16,River Oaks Area,110,110,10/19/2020,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
4663442,4601,Willowbend Boulevard,,Houston,77035,Harris,Willow Bend Sec 05,Single-Family,1956,4,3,0,3,9,0,1,FALSE,2,Ranch,475000,20,Willow Meadows Area,67,67,12/1/2020,HOUSTON ISD,RED ELEMENTARY,WESTBURY HIGH SCHOOL
4676108,4109,Marina  Street,A,Houston,77007,Harris,Upper West End Sec 18,Single-Family,2014,3,3,1,3.1,8,0,4,FALSE,2,Contemporary/Modern,430000,16,Rice Military/Washington Corridor,15,70,1/22/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
4678779,9948,Woodwind Lane South ,,Houston,77025,Harris,Woodwind Estates,Single-Family,2011,4,3,1,3.1,9,0,3,FALSE,2,Traditional,459000,20,Willow Meadows Area,19,19,1/18/2021,HOUSTON ISD,SHEARN ELEMENTARY,BELLAIRE HIGH SCHOOL
4696265,1628,Vermont Street,,Houston,77006,Harris,Vermont Tristar,Single-Family,2018,3,3,1,3.1,7,0,3,FALSE,2,Contemporary/Modern,649900,16,Montrose,278,810,5/4/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
4760271,504,Avondale Street,,Houston,77006,Harris,Montrose,Single-Family,1920,3,2,1,2.1,7,1,3,FALSE,2,"Traditional, Victorian",995000,16,Montrose,117,342,10/12/2020,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR HIGH SCHOOL
4781198,2818,Chancery Summit Court,,Houston,77047,Harris,City Gate,Single-Family,2021,4,2,1,2.1,13,0,2,FALSE,2,"Contemporary/Modern, Traditional",298990,3,Medical Center South,23,23,1/14/2021,HOUSTON ISD,LAW ELEMENTARY,WORTHING HIGH SCHOOL
4839631,10034,Briar Forest Drive,,Houston,77042,Harris,Briargrove Park Sec 01,Single-Family,1973,3,3,0,3,3,1,2,FALSE,2,Traditional,450000,22,Briargrove Park/Walnutbend,53,53,12/15/2020,HOUSTON ISD,WALNUT BEND ELEMENTARY,WESTSIDE HIGH SCHOOL
4909411,1031,Roberts St,,Houston,77003,Harris,EADO,Single-Family,2020,3,3,1,3.1,5,0,3,FALSE,2,"Contemporary/Modern, Other Style, Split Level",450000,4,East End Revitalized,10,166,1/27/2021,HOUSTON ISD,LANTRIP ELEMENTARY,AUSTIN HIGH SCHOOL
4944117,1123,Sopris Drive,,Houston,77077,Harris,Terraces on Memorial,Single-Family,2005,3,2,1,2.1,6,1,2,FALSE,2,Traditional,389000,31,Energy Corridor,40,40,12/28/2020,HOUSTON ISD,BUSH ELEMENTARY,WESTSIDE HIGH SCHOOL
5020088,4606,Fisk  Street,A,Houston,77009,Harris,Fisk Court,Single-Family,2020,3,2,1,2.1,10,0,2,FALSE,0,Traditional,360000,9,Northside,149,149,9/3/2020,HOUSTON ISD,JEFFERSON ELEMENTARY,NORTHSIDE HIGH SCHOOL
5045112,5510,Kansas st  ,C,Houston,77007,Harris,Cottage Grove,Single-Family,2015,4,4,0,4,6,1,3,FALSE,2,"English, Spanish",510000,9,Cottage Grove,2,2,2/4/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,WALTRIP HIGH SCHOOL
5069007,400,2nd Street,,Bellaire,77401,Harris,Bellaire,Single-Family,1992,5,3,1,3.1,10,0,2,FALSE,2,"Contemporary/Modern, Other Style, Traditional",775000,17,Bellaire Area,18,18,1/19/2021,HOUSTON ISD,CONDIT ELEMENTARY,BELLAIRE HIGH SCHOOL
5199344,8333,Wetherby Lane,,Houston,77075,Harris,Houston Skyscraper Shadows 02,Single-Family,2002,5,4,0,4,5,0,1,FALSE,0,Ranch,334900,3,Hobby Area,107,548,10/22/2020,HOUSTON ISD,DEANDA ELEMENTARY,STERLING HIGH SCHOOL
5229819,4114,Leeshire Drive,,Houston,77025,Harris,Woodshire,Single-Family,1956,4,2,0,2,9,0,1,FALSE,1,Ranch,459000,17,Knollwood/Woodside Area,1,1,2/5/2021,HOUSTON ISD,LONGFELLOW ELEMENTARY,BELLAIRE HIGH SCHOOL
5232451,715,43rd Street,,Houston,77022,Harris,Whitney Place Sec 03,Single-Family,1959,3,2,0,2,6,0,1,FALSE,0,Traditional,219000,9,Northwest Houston,0,0,2/6/2021,HOUSTON ISD,BURRUS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
5232947,7509,Middlewood Street,,Houston,77063,Harris,CHARNWOOD 1,Single-Family,1951,3,2,0,2,6,0,1,FALSE,2,Traditional,725000,22,Charnwood/Briarbend,89,89,11/9/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
5249605,13420,Merryville Harrogate Lane,,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,6,0,2,FALSE,2,Traditional,203990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST ELEMENTARY,STERLING HIGH SCHOOL
5271450,1929,Sharp,,Houston,77019,Harris,River Oaks Sec 01,Single-Family,2008,3,4,1,4.1,10,1,3,TRUE,2,French,2495000,16,River Oaks Area,141,320,9/18/2020,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
5275914,4511,Graustark Street,,Houston,77006,Harris,Graustark Villas,Single-Family,2020,3,3,1,3.1,14,0,4,FALSE,2,Contemporary/Modern,605000,16,Montrose,54,54,12/14/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
5279785,9325,Grady Street,,Houston,77016,Harris,North Shadydale,Single-Family,2021,1,1,0,1,1,0,1,FALSE,1,Other Style,119882,2,Northside,8,8,1/29/2021,HOUSTON ISD,SHADYDALE ELEMENTARY,NORTH FOREST HIGH SCHOOL
5286984,5318,Pocahontas Street,,Bellaire,77401,Harris,Peaceful Vly Add Rep,Single-Family,2012,4,4,1,4.1,12,0,2,FALSE,3,Traditional,1148000,17,Bellaire Area,32,32,1/5/2021,HOUSTON ISD,CONDIT ELEMENTARY,BELLAIRE HIGH SCHOOL
5293266,2007,Dunstan Road,,Houston,77005,Harris,Southampton Place,Single-Family,1970,4,3,1,3.1,7,0,2,FALSE,4,Contemporary/Modern,1300000,17,Rice/Museum District,85,85,11/13/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
5294443,2956,Saint Street,,Houston,77027,Harris,AC REYNOLDS,Single-Family,1996,3,2,1,2.1,12,0,2,FALSE,2,Traditional,675000,16,Greenway Plaza,58,58,12/10/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
5326760,3804,Commerce St,,Houston,77003,Harris,First Urban Replat No. 1,Single-Family,2021,3,3,1,3.1,10,0,2,FALSE,2,Contemporary/Modern,495000,4,East End Revitalized,5,5,2/1/2021,HOUSTON ISD,LANTRIP ELEMENTARY,AUSTIN HIGH SCHOOL
5340360,1521,Hickory Place Street,,Houston,77007,Harris,Hickory Place,Single-Family,2020,3,3,1,3.1,3,0,3,FALSE,2,Traditional,395000,9,Washington East/Sabine,87,306,11/3/2020,HOUSTON ISD,CROCKETT ELEMENTARY,HEIGHTS HIGH SCHOOL
5350767,5727,Kiam Street,,Houston,77007,Harris,Kiam Gardens Sec 5,Single-Family,2005,3,3,1,3.1,7,1,3,FALSE,2,Contemporary/Modern,382000,9,Cottage Grove,74,74,11/24/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,WALTRIP HIGH SCHOOL
5384724,2019,Foreland Drive,,Houston,77077,Harris,Parkway Plaza,Single-Family,2000,3,2,1,2.1,8,1,1,FALSE,2,"Ranch, Traditional",519000,31,Energy Corridor,84,168,11/5/2020,HOUSTON ISD,RAY DAILY ELEMENTARY,WESTSIDE HIGH SCHOOL
5449731,623,Bayland Avenue,,Houston,77009,Harris,Woodland Heights,Single-Family,1920,2,1,0,1,5,0,1,FALSE,2,Ranch,685000,9,Heights/Greater Heights,511,511,9/14/2019,HOUSTON ISD,TRAVIS ELEMENTARY,HEIGHTS HIGH SCHOOL
5464114,834,Enterprise Street,,Houston,77088,Harris,Lincoln City Sec 02,Single-Family,0,3,2,1,2.1,3,0,2,FALSE,0,Traditional,265000,11,Northwest Houston,25,25,1/12/2021,HOUSTON ISD,OSBORNE ELEMENTARY,WASHINGTON B T HIGH SCHOOL
5467901,8238,Fuqua Gardens Drive,,Houston,77075,Harris,Fuqua Gardens,Single-Family,2001,3,2,1,2.1,3,0,2,FALSE,63,Traditional,224900,3,Hobby Area,2,2,2/4/2021,HOUSTON ISD,MITCHELL ELEMENTARY,STERLING HIGH SCHOOL
5562406,2132,Dennis Street,,Houston,77004,Harris,La Ville St Emanuel,Single-Family,2021,3,3,1,3.1,8,0,3,FALSE,2,Contemporary/Modern,389990,4,University Area,11,11,1/26/2021,HOUSTON ISD,BLACKSHEAR ELEMENTARY,YATES HIGH SCHOOL
5671570,6024,Buffalo Speedway ,,Houston,77005,Harris,West University Place Sec 02,Single-Family,1936,4,2,0,2,6,1,2,FALSE,1,Traditional,725000,17,West University/Southside Area,2,2,2/4/2021,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,LAMAR HIGH SCHOOL
5747651,6202,Autumn Arbor Drive,,Houston,77092,Harris,Forest West Sec 02,Single-Family,1971,3,2,0,2,6,1,1,FALSE,2,Traditional,329995,9,Oak Forest West Area,30,30,1/7/2021,HOUSTON ISD,WAINWRIGHT ELEMENTARY,SCARBOROUGH HIGH SCHOOL
5759334,963,Althea Drive,,Houston,77018,Harris,Garden Oaks Sec 04,Single-Family,1979,3,2,0,2,6,1,2,FALSE,2,Other Style,530000,9,Garden Oaks,16,16,1/21/2021,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP HIGH SCHOOL
5881027,723,37th  Street,A,Houston,77022,Harris,Independence Heights Park,Single-Family,2020,3,2,1,2.1,3,1,2,FALSE,2,"Contemporary/Modern, Traditional",364900,9,Northwest Houston,268,482,5/14/2020,HOUSTON ISD,BURRUS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
5883857,9,North Saint Charles St ,C,Houston,77003,Harris,Commerce Row,Single-Family,2021,3,3,1,3.1,6,1,3,FALSE,2,"Contemporary/Modern, Other Style",500000,4,East End Revitalized,16,288,1/21/2021,HOUSTON ISD,BURNET ELEMENTARY,WHEATLEY HIGH SCHOOL
5909989,5408,Maple Street,,Bellaire,77401,Harris,BRAEBURN COUNTRY CLUB ESTATES,Single-Family,2000,5,4,1,4.1,15,1,2,TRUE,2,Traditional,1399000,17,Bellaire Area,110,324,10/19/2020,HOUSTON ISD,LOVETT ELEMENTARY,BELLAIRE HIGH SCHOOL
5910623,1904,Schweikhardt Street,,Houston,77020,Harris,Augusta,Single-Family,1940,1,1,0,1,2,0,1,FALSE,0,Other Style,150000,2,Denver Harbor,47,47,12/21/2020,HOUSTON ISD,ATHERTON ELEMENTARY,WHEATLEY HIGH SCHOOL
5918938,2767,Clinton Drive,,Houston,77020,Harris,North EaDo,Single-Family,2020,3,3,1,3.1,12,0,3,FALSE,2,Contemporary/Modern,364990,2,Denver Harbor,26,211,1/11/2021,HOUSTON ISD,BRUCE ELEMENTARY,WHEATLEY HIGH SCHOOL
5990401,10911,Paulwood Drive,,Houston,77071,Harris,Fondren Sw Northfield Sec 02,Single-Family,1977,3,2,1,2.1,7,1,1,FALSE,0,Traditional,190000,20,Brays Oaks,7,7,1/30/2021,HOUSTON ISD,MILNE ELEMENTARY,SHARPSTOWN HIGH SCHOOL
6123855,1505,Henninger Street,,Houston,77023,Harris,Dissen Heights,Single-Family,1965,3,2,0,2,8,1,1,FALSE,2,Other Style,307500,4,East End Revitalized,35,164,1/2/2021,HOUSTON ISD,CARRILLO ELEMENTARY,AUSTIN HIGH SCHOOL
6130766,3012,Markle Dr,,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,6,0,4,FALSE,3,Contemporary/Modern,399000,4,East End Revitalized,31,31,1/6/2021,HOUSTON ISD,LANTRIP ELEMENTARY,WHEATLEY HIGH SCHOOL
6136845,7809,Nashville Street,,Houston,77028,Harris,Settegast Gardens Sec 02,Single-Family,2017,2,1,0,1,7,0,1,FALSE,0,Traditional,160000,2,Northeast Houston,96,313,11/2/2020,HOUSTON ISD,ELMORE ELEMENTARY,KASHMERE HIGH SCHOOL
6155891,4217,Rose  ,E,Houston,77007,Harris,Rose at Olive Patio Homes,Single-Family,2004,3,3,1,3.1,7,1,3,FALSE,2,Contemporary/Modern,389900,16,Rice Military/Washington Corridor,8,8,1/29/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
6161813,2721,Eado Point Ln,,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,12,0,3,FALSE,2,Contemporary/Modern,394990,4,East End Revitalized,4,4,2/2/2021,HOUSTON ISD,LANTRIP ELEMENTARY,WHEATLEY HIGH SCHOOL
6205557,802,30th Street,,Houston,77018,Harris,Garden Oaks,Single-Family,2020,4,3,2,3.2,10,1,2,FALSE,2,"Contemporary/Modern, Traditional",1550000,9,Garden Oaks,24,79,1/13/2021,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP HIGH SCHOOL
6280685,964,Judiway Street,,Houston,77018,Harris,Park/Judiway Street,Single-Family,2015,3,3,1,3.1,8,1,2,FALSE,0,"Contemporary/Modern, Traditional",635000,9,Oak Forest East Area,94,94,11/4/2020,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP HIGH SCHOOL
6372235,1220,Saint Charles St,,Houston,77003,Harris,St Charles Court Sec 02 Rep 01,Single-Family,2011,3,2,1,2.1,4,0,2,FALSE,2,Traditional,367000,4,East End Revitalized,30,30,1/7/2021,HOUSTON ISD,LANTRIP ELEMENTARY,WHEATLEY HIGH SCHOOL
6454114,810,Peachwood Bend Drive,,Houston,77077,Harris,Parkway Villages/Enclave Lake,Single-Family,1995,4,3,2,3.2,18,3,2,FALSE,2,Traditional,1425000,31,Energy Corridor,219,327,7/2/2020,HOUSTON ISD,BUSH ELEMENTARY,WESTSIDE HIGH SCHOOL
6478232,4425,Santorini Lane,,Houston,77045,Harris,Agua Estates,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Traditional,270150,18,Five Corners,25,25,1/12/2021,HOUSTON ISD,HOBBY ELEMENTARY,MADISON HIGH SCHOOL
6482680,1412,Asbury Street,,Houston,77007,Harris,Woodcrest Add,Single-Family,2005,3,2,1,2.1,8,0,2,FALSE,2,Contemporary/Modern,417500,16,Rice Military/Washington Corridor,25,131,1/12/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
6629270,2604,Ashland Street,,Houston,77008,Harris,Villas/Ashland Street Sub,Single-Family,2013,3,3,1,3.1,7,0,3,FALSE,2,Traditional,449000,9,Heights/Greater Heights,1,1,2/5/2021,HOUSTON ISD,HELMS ELEMENTARY,HEIGHTS HIGH SCHOOL
6675750,2611,Commonwealth ,,Houston,77006,Harris,Commonwealth Court,Single-Family,2001,3,3,0,3,7,1,3,FALSE,2,Traditional,498000,16,Montrose,21,149,1/7/2021,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
6725950,2119,Manor Green Drive,,Houston,77077,Harris,April Village,Single-Family,1979,4,2,1,2.1,10,1,2,FALSE,2,Traditional,314900,31,Energy Corridor,7,7,11/4/2020,HOUSTON ISD,ASKEW ELEMENTARY,WESTSIDE HIGH SCHOOL
6833493,611,Ridge,,Houston,77009,Harris,Woodland Heights,Single-Family,2014,4,3,1,3.1,11,1,3,TRUE,2,Contemporary/Modern,1619900,9,Heights/Greater Heights,80,80,11/18/2020,HOUSTON ISD,TRAVIS ELEMENTARY,HEIGHTS HIGH SCHOOL
6836461,3504,Harvest Dance Drive,,Houston,77008,Harris,Timbergrove Trails,Single-Family,2019,4,3,1,3.1,10,0,2,FALSE,2,Traditional,522850,9,Timbergrove/Lazybrook,8,8,1/29/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
6842063,5422,FLOYD Street,,Houston,77007,Harris,FLOYD STREET GROVE,Single-Family,2021,3,2,1,2.1,11,0,2,FALSE,2,"Contemporary/Modern, Traditional",609900,16,Rice Military/Washington Corridor,12,52,1/25/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
6905334,1606,Nevada Street,,Houston,77006,Harris,Lucile Place Pt Rep 2,Single-Family,2015,3,3,1,3.1,9,1,4,FALSE,0,Contemporary/Modern,895000,16,Montrose,32,32,1/5/2021,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
6958708,3326,Mid Lane,,Houston,77027,Harris,West Lane Place Sec 03,Single-Family,1992,3,3,1,3.1,10,2,2,TRUE,2,Traditional,1159000,16,Royden Oaks/Afton Oaks,174,174,8/16/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR HIGH SCHOOL
6979270,402,36 th Street,,Houston,77018,Harris,Upper Yale Heights,Single-Family,2021,3,3,1,3.1,6,0,3,FALSE,2,"Colonial, Contemporary/Modern, English, French, Georgian, Mediterranean, Other Style, Spanish, Traditional, Victorian",379999,9,Northwest Houston,203,203,7/18/2020,HOUSTON ISD,BURRUS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
7020523,6402,Pineshade Lane,,Houston,77008,Harris,Timbergrove Manor,Single-Family,1953,2,2,0,2,2,0,1,FALSE,0,Traditional,435000,9,Timbergrove/Lazybrook,25,94,1/12/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
7026834,1101,Cresline Street,,Houston,77076,Harris,Hawthorne Place Sec 07,Single-Family,1950,4,2,0,2,8,0,1,FALSE,0,Traditional,165000,9,Northwest Houston,275,275,5/7/2020,HOUSTON ISD,DE CHAUMES ELEMENTARY,HOUSTON MATH SCIENCE AND TECHNOLOG
7079311,515,14th Street,,Houston,77008,Harris,Houston Heights,Single-Family,1900,2,2,0,2,6,0,1,FALSE,2,Traditional,564900,9,Heights/Greater Heights,121,121,10/8/2020,HOUSTON ISD,LOVE ELEMENTARY,HEIGHTS HIGH SCHOOL
7098707,4415,Sarong Drive,,Houston,77096,Harris,Willow Meadows,Single-Family,1957,5,4,0,4,16,0,2,TRUE,2,"Split Level, Traditional",625000,20,Willow Meadows Area,90,90,10/28/2020,HOUSTON ISD,RED ELEMENTARY,BELLAIRE HIGH SCHOOL
7105494,2814,Westerland Drive,,Houston,77063,Harris,Westmont Ext,Single-Family,1961,3,2,0,2,6,1,1,FALSE,2,"Ranch, Traditional",335000,8,Copperfield Area,78,130,11/20/2020,CYPRESS-FAIRBANKS ISD,FIEST ELEMENTARY,CYPRESS FALLS HIGH SCHOOL
7221693,1223,Bomar Street,,Houston,77006,Harris,Rosedale,Single-Family,2021,3,4,1,4.1,11,1,3,FALSE,2,"Contemporary/Modern, Traditional",1499000,16,Montrose,26,26,1/11/2021,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR HIGH SCHOOL
7249542,745,Rutland ,,Houston,77007,Harris,Houston Heights,Single-Family,2012,3,2,1,2.1,9,1,2,TRUE,2,"Contemporary/Modern, Traditional",1075000,9,Heights/Greater Heights,8,8,1/29/2021,HOUSTON ISD,LOVE ELEMENTARY,HEIGHTS HIGH SCHOOL
7256439,4126,Cason ,,Houston,77005,Harris,West University,Single-Family,2000,4,4,1,4.1,10,1,2,FALSE,3,Traditional,1425000,17,West University/Southside Area,2,2,2/4/2021,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,LAMAR HIGH SCHOOL
7270412,3207,Bammel Lane,,Houston,77098,Harris,Crawford Addition,Single-Family,2004,4,3,1,3.1,9,1,2,TRUE,2,Mediterranean,1375000,16,Upper Kirby,107,107,10/22/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
7344983,9,West Lane,,Houston,77019,Harris,River Oaks,Single-Family,1932,5,5,2,5.2,16,2,2,TRUE,9,Traditional,7099000,16,River Oaks Area,66,1322,12/2/2020,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
7374020,1003,Wakefield Drive,,Houston,77018,Harris,Oak Forest Sec 01,Single-Family,2020,4,4,1,4.1,14,0,2,FALSE,2,Traditional,1149000,9,Oak Forest East Area,381,381,1/22/2020,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP HIGH SCHOOL
7386502,713,Malone ,,Houston,77007,Harris,Park Villas/Rose,Single-Family,2012,3,3,0,3,15,0,3,FALSE,2,Mediterranean,595000,16,Rice Military/Washington Corridor,9,9,1/28/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
7428127,935,Lacey Garden Loop,,Houston,77018,Harris,Lacey Oaks,Single-Family,2019,4,4,1,4.1,8,1,3,FALSE,0,Mediterranean,539000,9,Shepherd Park Plaza Area,2,29,2/4/2021,HOUSTON ISD,DURHAM ELEMENTARY,WALTRIP HIGH SCHOOL
7476296,425,Heights Boulevard,,Houston,77007,Harris,Houston Heights,Single-Family,1900,6,6,0,6,6,0,2,FALSE,0,Victorian,975000,9,Heights/Greater Heights,23,23,1/14/2021,HOUSTON ISD,HARVARD ELEMENTARY,HEIGHTS HIGH SCHOOL
7500626,4441,Whitney Oak Lane,,Houston,77018,Harris,Whitney Reserve,Single-Family,2020,3,2,0,2,3,0,2,FALSE,0,Contemporary/Modern,299000,9,Northwest Houston,59,59,12/9/2020,HOUSTON ISD,KENNEDY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
7522640,4340,Lula,,Bellaire,77401,Harris,Southdale,Single-Family,2020,4,4,0,4,10,1,2,FALSE,2,"Contemporary/Modern, Other Style, Traditional",1198000,17,Bellaire Area,92,410,11/6/2020,HOUSTON ISD,HORN ELEMENTARY,BELLAIRE HIGH SCHOOL
7549366,2434,Charleston  Street,D,Houston,77021,Harris,Zen Tu,Single-Family,2008,2,2,1,2.1,6,0,3,FALSE,2,Contemporary/Modern,329800,17,Medical Center Area,86,86,11/12/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
7613817,10706,Russett Drive,,Houston,77042,Harris,Walnut Bend,Single-Family,1968,3,2,0,2,7,1,1,FALSE,0,"Ranch, Traditional",399900,31,Briargrove Park/Walnutbend,72,72,11/11/2020,HOUSTON ISD,WALNUT BEND ELEMENTARY,WESTSIDE HIGH SCHOOL
7631346,1810,Lee Street,,Houston,77026,Harris,Maury Lee Villas,Single-Family,2021,3,3,1,3.1,7,0,2,FALSE,2,Contemporary/Modern,359888,9,Northside,4,4,2/2/2021,HOUSTON ISD,SHERMAN ELEMENTARY,NORTHSIDE HIGH SCHOOL
7644883,4210,Childress Street,,Houston,77005,Harris,College Court Place,Single-Family,1999,4,3,1,3.1,7,1,3,FALSE,2,"Contemporary/Modern, Traditional",639000,17,West University/Southside Area,87,148,11/11/2020,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,LAMAR HIGH SCHOOL
7847350,5819,Lacy Street,,Houston,77007,Harris,Millennium Homes At Birdsall,Single-Family,2002,3,3,1,3.1,6,1,3,FALSE,2,Traditional,435000,16,Rice Military/Washington Corridor,78,78,11/20/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
7870166,1201,W Tidwell Road,,Houston,77091,Harris,Tidwell Grove,Single-Family,2021,3,2,1,2.1,5,0,2,FALSE,2,Traditional,269900,9,Shepherd Park Plaza Area,23,23,1/14/2021,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
7970739,723,25th Street,,Houston,77008,Harris,East Shadow Sub,Single-Family,1928,2,2,0,2,6,0,1,FALSE,2,Traditional,499999,9,Heights/Greater Heights,35,35,12/18/2020,HOUSTON ISD,FIELD ELEMENTARY,HEIGHTS HIGH SCHOOL
8004511,5734,Kuldell Drive,,Houston,77096,Harris,Maplewood North Sec 02,Single-Family,1965,4,2,0,2,11,0,1,FALSE,2,"Ranch, Traditional",414900,20,Meyerland Area,12,12,1/25/2021,HOUSTON ISD,HEROD ELEMENTARY,BELLAIRE HIGH SCHOOL
8096318,541,W 23rd  Street,A,Houston,77008,Harris,Houston Heights,Single-Family,2021,3,3,1,3.1,8,1,2,FALSE,2,"Traditional, Victorian",839000,9,Heights/Greater Heights,22,22,1/15/2021,HOUSTON ISD,HELMS ELEMENTARY,HEIGHTS HIGH SCHOOL
8157602,1405,Thompson Street,,Houston,77007,Harris,Upper West End,Single-Family,2011,3,3,1,3.1,11,0,4,FALSE,2,Traditional,487500,16,Rice Military/Washington Corridor,155,155,9/4/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
8197773,2007,Woodhead Street,,Houston,77019,Harris,Hyde Park Main,Single-Family,1965,2,1,1,1.1,6,0,2,FALSE,0,Contemporary/Modern,320000,16,River Oaks Shopping Area,26,26,1/4/2021,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
8277605,2214,Abernathy Street,,Houston,77026,Harris,LT BLK 1 ABERNATHY COURT,Single-Family,2021,3,2,0,2,6,0,2,FALSE,1,Traditional,197000,2,Denver Harbor,289,1062,4/23/2020,HOUSTON ISD,DOGAN ELEMENTARY,WHEATLEY HIGH SCHOOL
8288835,5123,Jerad Drive,,Houston,77018,Harris,Candlelight Place,Single-Family,2011,3,2,1,2.1,8,1,2,FALSE,0,Traditional,679000,9,Oak Forest East Area,39,39,12/29/2020,HOUSTON ISD,OAK FOREST ELEMENTARY,WALTRIP HIGH SCHOOL
8302616,4906,McKinney Street,,Houston,77023,Harris,Georgia,Single-Family,2020,3,2,1,2.1,3,0,2,FALSE,2,"Other Style, Traditional",359000,4,East End Revitalized,153,153,9/6/2020,HOUSTON ISD,CAGE ELEMENTARY,AUSTIN HIGH SCHOOL
8331063,4616,Gibson Street,,Houston,77007,Harris,Magnolia Grove,Single-Family,2021,4,3,1,3.1,8,0,3,FALSE,2,Traditional,889000,16,Rice Military/Washington Corridor,17,17,1/20/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
8346129,2013,Mcduffie Street,,Houston,77019,Harris,Mcduffie Street Lndg,Single-Family,2015,4,3,1,3.1,10,1,3,FALSE,0,Contemporary/Modern,869000,16,River Oaks Shopping Area,61,61,12/7/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
8392035,1814,25th Street,,Houston,77008,Harris,The Heights/Shady Acres,Single-Family,2016,3,3,1,3.1,7,1,4,FALSE,2,"Mediterranean, Traditional",514500,9,Heights/Greater Heights,393,912,1/10/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
8430284,4130,Cason Street,,West University Place,77005,Harris,Fairhaven,Single-Family,2001,4,4,1,4.1,11,1,2,FALSE,2,Traditional,1195000,17,West University/Southside Area,74,74,11/24/2020,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,LAMAR HIGH SCHOOL
